,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,entrez,genename
ENSG00000096063.16,2609.57419944756,-0.80231095238695,0.345354412918894,0.00351080659846164,0.0599939155644633,SRPK1,6732,SRSF protein kinase 1
ENSG00000285292.1,826.114283969436,-0.802078755523297,0.250808510796585,0.000283007721047403,0.0110293065524575,ABCF2,10061,ATP binding cassette subfamily F member 2
ENSG00000104312.8,503.710582507738,-0.801679087112095,0.310899208958612,0.00185469505552885,0.0399386675120853,RIPK2,8767,receptor interacting serine/threonine kinase 2
ENSG00000188706.13,994.576302305529,-0.801641717589506,0.388085605691165,0.00645415481118,0.0883933022253864,ZDHHC9,51114,zinc finger DHHC-type containing 9
ENSG00000170860.4,864.879032716395,-0.801359915665987,0.384142132331812,0.00616203775792461,0.0856394958781007,LSM3,27258,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
ENSG00000155868.8,702.167855060845,-0.799863252353519,0.261322905394652,0.000438967131896883,0.0147725253645471,MED7,9443,mediator complex subunit 7
ENSG00000229344.1,231.297475202997,-0.797696959423892,0.319405254686066,0.0022593098192885,0.045130584701545,NA,NA,NA
ENSG00000164346.10,1411.42584715404,-0.796560043809232,0.371043163755052,0.00547301591962596,0.0792521201245785,NSA2,10412,NSA2 ribosome biogenesis factor
ENSG00000087269.16,408.076793222144,-0.796141824788396,0.284741294804571,0.00100238482397423,0.0264583565654627,NOP14,8602,NOP14 nucleolar protein
ENSG00000133641.18,580.197385825066,-0.7956165059591,0.350701803966794,0.00414651434378459,0.0663634708664178,C12orf29,91298,chromosome 12 open reading frame 29
ENSG00000143155.13,1049.18626574288,-0.794145721099615,0.280255155543527,0.000913588169913366,0.02497462825388,TIPRL,261726,TOR signaling pathway regulator
ENSG00000134058.12,1681.06885682655,-0.793914843371133,0.30599135361246,0.00182101292146388,0.0395010916108738,CDK7,1022,cyclin dependent kinase 7
ENSG00000155393.13,310.362838499917,-0.793857838458287,0.30970426009965,0.00194945417669311,0.0411233483511591,HEATR3,55027,HEAT repeat containing 3
ENSG00000205323.9,2051.15068269548,-0.793208134283327,0.336159028672692,0.00334190579801904,0.0583725143910334,SARNP,84324,SAP domain containing ribonucleoprotein
ENSG00000197451.12,1219.57639819868,-0.792188339851723,0.290178768664474,0.00120563705623779,0.0299485167689943,HNRNPAB,3182,heterogeneous nuclear ribonucleoprotein A/B
ENSG00000124532.14,548.447837165775,-0.78996479954386,0.253723439625594,0.00037642630793103,0.0132931160688135,MRS2,57380,magnesium transporter MRS2
ENSG00000126767.18,223.135353996421,-0.788497869500155,0.341462973650078,0.00388488513410514,0.0636320246930279,ELK1,2002,ETS transcription factor ELK1
ENSG00000156603.18,213.649951350788,-0.786855209799908,0.359604093276752,0.00510426456416217,0.0762672573902484,MED19,219541,mediator complex subunit 19
ENSG00000152904.11,1506.28801987175,-0.785825956134997,0.247745888854412,0.000320179853271769,0.0118741969240251,GGPS1,9453,geranylgeranyl diphosphate synthase 1
ENSG00000132507.18,2920.46765685517,-0.785328854274164,0.374602594274815,0.00649871704785535,0.0888135246442297,EIF5A,1984,eukaryotic translation initiation factor 5A
ENSG00000116918.15,1988.57359943423,-0.785254501842913,0.353137358381238,0.00494208247974937,0.0748796443050766,TSNAX,7257,translin associated factor X
ENSG00000083312.17,6435.80377442625,-0.785249661901133,0.254014905369204,0.000417827975615373,0.0143391909243524,TNPO1,3842,transportin 1
ENSG00000108953.17,5214.21701532691,-0.784280148980915,0.241836998887919,0.00024791212248701,0.0099617348791188,YWHAE,7531,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
ENSG00000125037.12,4109.58190589061,-0.781028006423642,0.239175264250399,0.000235294935229245,0.00964196710818611,EMC3,55831,ER membrane protein complex subunit 3
ENSG00000241685.10,3161.26494142023,-0.77891655855655,0.278969397471377,0.00106787584781174,0.0276232784932703,ARPC1A,10552,actin related protein 2/3 complex subunit 1A
ENSG00000139233.7,962.441399325898,-0.778096843849868,0.373979733912378,0.00663700579317443,0.0899451197668315,LLPH,84298,"LLP homolog, long-term synaptic facilitation factor"
ENSG00000162735.18,2192.33942590307,-0.777795258509701,0.270830496188935,0.000846968440059349,0.023814082742647,PEX19,5824,peroxisomal biogenesis factor 19
ENSG00000145919.11,468.83260006724,-0.777435985323082,0.318624997500948,0.00284573436262023,0.0526270124218615,BOD1,91272,biorientation of chromosomes in cell division 1
ENSG00000162368.13,2186.76248747317,-0.77700165769368,0.267046020777424,0.000757576853184837,0.0220540830386805,CMPK1,51727,cytidine/uridine monophosphate kinase 1
ENSG00000123472.12,507.624831839873,-0.776858409101966,0.349445425983658,0.00471063297072523,0.0725311299822827,ATPAF1,64756,ATP synthase mitochondrial F1 complex assembly factor 1
ENSG00000144741.17,723.319578768457,-0.776149932616786,0.367854849950232,0.00619407274207155,0.0860269404861937,SLC25A26,115286,solute carrier family 25 member 26
ENSG00000099341.11,2781.87815791393,-0.775961537196698,0.251829069690814,0.000441242483519298,0.0147991441717153,PSMD8,5714,"proteasome 26S subunit, non-ATPase 8"
ENSG00000121542.12,1140.68972268132,-0.774328822259103,0.324880048813463,0.00329080509507585,0.0580428244109827,SEC22A,26984,"SEC22 homolog A, vesicle trafficking protein"
ENSG00000087191.13,4023.88457277516,-0.772402138057385,0.173535935966518,1.83140488988807e-06,0.000233945017230517,PSMC5,5705,"proteasome 26S subunit, ATPase 5"
ENSG00000112578.10,233.240862084496,-0.772141247881563,0.314869145732942,0.00280453335389734,0.0522385357565721,BYSL,705,bystin like
ENSG00000074582.14,373.707242851329,-0.771835146180362,0.293942222618194,0.00176636966262168,0.0386398031694429,BCS1L,617,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
ENSG00000161980.6,539.627149369664,-0.771469251967257,0.353136024804379,0.00539745818000462,0.078610235253948,POLR3K,51728,RNA polymerase III subunit K
ENSG00000137168.8,1061.28172629108,-0.771437393245349,0.20273613573557,3.75334450360796e-05,0.00236084228442745,PPIL1,51645,peptidylprolyl isomerase like 1
ENSG00000106105.14,2976.9879443048,-0.770919349303749,0.320133481391395,0.00314736049111771,0.0560994642577001,GARS1,2617,glycyl-tRNA synthetase 1
ENSG00000136450.13,1897.34601386141,-0.769594021785029,0.356532217177344,0.005781464036286,0.0817224158243869,SRSF1,6426,serine and arginine rich splicing factor 1
ENSG00000164978.18,976.240637375601,-0.769493848604449,0.334628992806548,0.00403866152923785,0.0654471900438905,NUDT2,318,nudix hydrolase 2
ENSG00000080824.18,43243.9499381818,-0.769163922033662,0.319387052129457,0.00315216785905821,0.0561368000648457,HSP90AA1,3320,heat shock protein 90 alpha family class A member 1
ENSG00000154511.12,1919.17936746513,-0.766930601227578,0.36259380882283,0.00632367298995268,0.0870672580532806,DIPK1A,388650,divergent protein kinase domain 1A
ENSG00000140307.11,1791.0778826953,-0.765672463337206,0.316442097982148,0.00308562287780916,0.0553326515020648,GTF2A2,2958,general transcription factor IIA subunit 2
ENSG00000125821.12,516.721679040096,-0.765075498185567,0.305915253002436,0.0024931453194886,0.0482630020968168,DTD1,92675,D-aminoacyl-tRNA deacylase 1
ENSG00000111726.13,691.347457397912,-0.764624765698464,0.349857910947826,0.00548686673398488,0.0792532427532744,CMAS,55907,cytidine monophosphate N-acetylneuraminic acid synthetase
ENSG00000160014.17,1486.30097991842,-0.76239650947265,0.23703943994878,0.000295486149802411,0.011312125149022,CALM3,808,calmodulin 3
ENSG00000109079.10,1150.70224386552,-0.760711309393676,0.296192667482659,0.00211139715102716,0.0432606461815405,TNFAIP1,7126,TNF alpha induced protein 1
ENSG00000143252.14,1991.00993618689,-0.756644570260052,0.28783851614721,0.00182568728933049,0.0395610186025186,SDHC,6391,succinate dehydrogenase complex subunit C
ENSG00000149357.10,1401.89003099789,-0.755454563480371,0.264863925793009,0.000948260616404474,0.025651379341012,LAMTOR1,55004,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1"
ENSG00000143319.16,437.255316842415,-0.754949045947429,0.284432762632638,0.00168247648412588,0.0374022404649369,ISG20L2,81875,interferon stimulated exonuclease gene 20 like 2
ENSG00000123130.17,1624.6422255803,-0.754715992874047,0.266254341067436,0.0010047503783617,0.0264870118851171,ACOT9,23597,acyl-CoA thioesterase 9
ENSG00000104388.15,2909.72508339031,-0.753542819176612,0.354797149183347,0.00645931000914648,0.0884053977045484,RAB2A,5862,"RAB2A, member RAS oncogene family"
ENSG00000165669.14,1170.62756795466,-0.753126876015278,0.256654555741411,0.000732174794847369,0.0214725936044039,FAM204A,63877,family with sequence similarity 204 member A
ENSG00000170266.16,3205.50787271189,-0.749986107320385,0.262699332452998,0.00097421922122612,0.0260600387431511,GLB1,2720,galactosidase beta 1
ENSG00000257218.6,630.033264700617,-0.74662921050501,0.269776367951801,0.00126291746140985,0.0309740632581575,GATC,283459,glutamyl-tRNA amidotransferase subunit C
ENSG00000166012.17,1147.33220372905,-0.742676330168652,0.327461312131785,0.00467071424904194,0.072106852400108,TAF1D,79101,"TATA-box binding protein associated factor, RNA polymerase I subunit D"
ENSG00000211460.12,1786.60829450321,-0.742331574321806,0.312555680964547,0.00367372513406347,0.0614087786141433,TSN,7247,translin
ENSG00000156831.8,837.692782311751,-0.742277204034062,0.330800143658114,0.00495588130273682,0.0749138113066733,NSMCE2,286053,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase"
ENSG00000086598.11,4739.78131326134,-0.741997660003435,0.344316453415544,0.00623223514160843,0.0863830368522738,TMED2,10959,transmembrane p24 trafficking protein 2
ENSG00000146476.11,1231.363085897,-0.741857254011321,0.352961942560931,0.00641633637790142,0.0880501757322891,ARMT1,79624,acidic residue methyltransferase 1
ENSG00000129493.15,1062.59428303099,-0.741684442345555,0.230413861322598,0.000296277753492314,0.011312125149022,HEATR5A,25938,HEAT repeat containing 5A
ENSG00000179387.10,829.458915389692,-0.740483996506305,0.307957967373836,0.00342511010837477,0.059115286557721,ELMOD2,255520,ELMO domain containing 2
ENSG00000197798.9,1321.59040869684,-0.739747064724461,0.324920739383004,0.00467262438719169,0.072106852400108,FAM118B,79607,family with sequence similarity 118 member B
ENSG00000139433.10,1053.97889434794,-0.739059865992344,0.266734872520887,0.00126253449413497,0.0309740632581575,GLTP,51228,glycolipid transfer protein
ENSG00000149547.15,1635.39874961123,-0.737270783496054,0.28005261371173,0.00187743099271049,0.0401774115441065,EI24,9538,EI24 autophagy associated transmembrane protein
ENSG00000031698.13,7106.17607045929,-0.736717866548755,0.349296369425161,0.00692407749467487,0.0927423039966355,SARS1,6301,seryl-tRNA synthetase 1
ENSG00000204370.12,3555.6775233625,-0.736378668432664,0.271894502066626,0.00151598238441882,0.0349186965444062,SDHD,6392,succinate dehydrogenase complex subunit D
ENSG00000103121.9,631.24542506839,-0.732601968961824,0.339248290176146,0.00629506083124007,0.0867888000277694,CMC2,56942,C-X9-C motif containing 2
ENSG00000171314.9,4634.80707247452,-0.731742274122952,0.255654461277745,0.000981913740390478,0.026151509579975,PGAM1,5223,phosphoglycerate mutase 1
ENSG00000196704.12,1767.74912998445,-0.730173991604226,0.256311918952446,0.00102234842754013,0.0267836977184072,AMZ2,51321,archaelysin family metallopeptidase 2
ENSG00000164163.11,1500.22426668325,-0.728679022385909,0.324631988725738,0.00521265861237798,0.0771056163863831,ABCE1,6059,ATP binding cassette subfamily E member 1
ENSG00000187736.12,704.174021679389,-0.727166580945439,0.338226887839501,0.00650734509888969,0.0888278360662423,NHEJ1,79840,non-homologous end joining factor 1
ENSG00000075914.13,1987.09174457542,-0.726795890505013,0.28631827654454,0.00256777530632043,0.0493384792841178,EXOSC7,23016,exosome component 7
ENSG00000170619.10,123.780569963327,-0.723248975193248,0.314575922520266,0.00460239537490569,0.071556701644101,COMMD5,28991,COMM domain containing 5
ENSG00000142230.13,2823.84967891059,-0.723041621903165,0.19423238813824,5.06646405740886e-05,0.00297012484997221,SAE1,10055,SUMO1 activating enzyme subunit 1
ENSG00000149196.16,1325.92089181037,-0.721277795488228,0.228792749929374,0.000398071983266126,0.0139547753279514,HIKESHI,51501,heat shock protein nuclear import factor hikeshi
ENSG00000084754.12,5090.32184958016,-0.721189614579409,0.203742915462213,0.000102101886421393,0.00501875638385822,HADHA,3030,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
ENSG00000119616.11,525.588144076631,-0.719622465719803,0.212056144915852,0.000176659054429005,0.00768021527805428,FCF1,51077,FCF1 rRNA-processing protein
ENSG00000140743.8,455.252612605466,-0.719260700395912,0.28593489116068,0.00269492604180413,0.0508999047018347,CDR2,1039,cerebellar degeneration related protein 2
ENSG00000213782.7,2903.17309662768,-0.7164976780824,0.202778838449123,0.000105589185570086,0.00517787347437764,DDX47,51202,DEAD-box helicase 47
ENSG00000023228.14,2886.20470589912,-0.716073260702463,0.25864459854582,0.00134964165622023,0.0324007940067534,NDUFS1,4719,NADH:ubiquinone oxidoreductase core subunit S1
ENSG00000140157.14,1141.06732527708,-0.715661823423916,0.208909863540583,0.000158023427202841,0.00704770862615428,NIPA2,81614,NIPA magnesium transporter 2
ENSG00000164366.4,805.409457341673,-0.713792668766094,0.315567896501793,0.00530929469906989,0.0780330571751081,CCDC127,133957,coiled-coil domain containing 127
ENSG00000125459.16,386.806558822319,-0.713296900930552,0.273240128222725,0.00210641935635666,0.0432047527010304,MSTO1,55154,misato mitochondrial distribution and morphology regulator 1
ENSG00000078304.19,1829.97794043505,-0.712792989463095,0.310788236228638,0.00478157578728912,0.0732419906307632,PPP2R5C,5527,protein phosphatase 2 regulatory subunit B'gamma
ENSG00000108384.15,569.82971395211,-0.712565487838035,0.316407047811141,0.00536451477207115,0.0784546068503465,RAD51C,5889,RAD51 paralog C
ENSG00000122218.16,6504.24756355413,-0.711422981914099,0.308312201117139,0.00473251877636246,0.0727058229829582,COPA,1314,coatomer protein complex subunit alpha
ENSG00000171960.11,309.429349873758,-0.711281062248965,0.227027949034667,0.000458043933026186,0.0151448114617368,PPIH,10465,peptidylprolyl isomerase H
ENSG00000171928.14,3589.86150877239,-0.710998207877778,0.263286350854652,0.00169049110386102,0.037453121775171,TVP23B,51030,trans-golgi network vesicle protein 23 homolog B
ENSG00000152242.11,471.642425870484,-0.709546695692301,0.288366069718938,0.0032376363617715,0.0572646554448713,C18orf25,147339,chromosome 18 open reading frame 25
ENSG00000168002.12,2322.47764705042,-0.706891570333059,0.325646612734072,0.00659279671292975,0.0894631706081103,POLR2G,5436,RNA polymerase II subunit G
ENSG00000131473.17,5148.07285165999,-0.705158110557599,0.251896390222526,0.00127245547170693,0.0310366321705748,ACLY,47,ATP citrate lyase
ENSG00000102699.6,1605.08101168894,-0.705125479490218,0.237008245190678,0.000746476459655336,0.0218186212656886,PARP4,143,poly(ADP-ribose) polymerase family member 4
ENSG00000197265.9,457.03071273905,-0.703539751423985,0.260546021510475,0.00171427502661862,0.0377585842602369,GTF2E2,2961,general transcription factor IIE subunit 2
ENSG00000148229.13,751.955150491036,-0.701631332710284,0.195981814356129,9.11602175859739e-05,0.00461239496998568,POLE3,54107,"DNA polymerase epsilon 3, accessory subunit"
ENSG00000131475.7,2147.19408639875,-0.701034356495832,0.313568545649182,0.00576218857419799,0.0815056256694828,VPS25,84313,vacuolar protein sorting 25 homolog
ENSG00000076053.10,804.627074648251,-0.700913253211816,0.328472271056962,0.00733877119152329,0.0966084803036787,RBM7,10179,RNA binding motif protein 7
ENSG00000204619.8,487.356668018127,-0.699624310558714,0.329133085724736,0.00740763987272542,0.0972137964514575,PPP1R11,6992,protein phosphatase 1 regulatory inhibitor subunit 11
ENSG00000185009.12,1493.16380833278,-0.698866400976642,0.329174667692166,0.00754166506183983,0.0980937880513598,AP3M1,26985,adaptor related protein complex 3 subunit mu 1
ENSG00000106392.11,616.857786338151,-0.697836657750287,0.329121209374109,0.00749735335050496,0.0977632200600817,C1GALT1,56913,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
ENSG00000130021.14,625.112739934921,-0.69654567776948,0.276082113851256,0.00283511657858954,0.0524775514108514,PUDP,8226,pseudouridine 5'-phosphatase
ENSG00000089693.10,1454.19036077636,-0.694676632651385,0.302655288385623,0.0051241851827361,0.0764183401342824,MLF2,8079,myeloid leukemia factor 2
ENSG00000134049.6,2216.05191273226,-0.694395317235941,0.266723151659735,0.00229875072769145,0.0456091539394504,IER3IP1,51124,immediate early response 3 interacting protein 1
ENSG00000066629.17,821.667508661201,-0.693941633172957,0.300715765555495,0.00493303668229864,0.0748418336535836,EML1,2009,EMAP like 1
ENSG00000131931.8,277.416668336005,-0.693869918627814,0.320995648661135,0.00699751404389612,0.0933633498545366,THAP1,55145,THAP domain containing 1
ENSG00000134480.15,1201.92547874812,-0.693497684125254,0.323842970861751,0.00731509324482532,0.0965287148513513,CCNH,902,cyclin H
ENSG00000177981.11,791.133687638319,-0.692832692926609,0.255247310408888,0.00167407044455813,0.0373310493315581,ASB8,140461,ankyrin repeat and SOCS box containing 8
ENSG00000185787.15,8392.824891832,-0.691496901036686,0.300806678736538,0.00511451661060451,0.0763634969262986,MORF4L1,10933,mortality factor 4 like 1
ENSG00000109180.14,2518.39028876945,-0.691059927670107,0.18203849530082,4.02847901265723e-05,0.0024959684038302,OCIAD1,54940,OCIA domain containing 1
ENSG00000139684.15,6803.04544046037,-0.690629244623199,0.288027297884162,0.00398971811002002,0.0648766685683586,ESD,2098,esterase D
ENSG00000078668.14,4520.9912567209,-0.685948381049384,0.313107808287976,0.00638519898635423,0.0877975467266541,VDAC3,7419,voltage dependent anion channel 3
ENSG00000256646.7,577.798814056628,-0.685319431689425,0.282013261656235,0.00381772384792479,0.063070971341625,NA,NA,NA
ENSG00000165733.8,829.039714203432,-0.683874395509472,0.318133722511574,0.00728946430129845,0.0963886097450928,BMS1,9790,BMS1 ribosome biogenesis factor
ENSG00000108592.17,1246.93458946156,-0.681794134780948,0.198433939575851,0.000165646754072531,0.00730894227884213,FTSJ3,117246,FtsJ RNA 2'-O-methyltransferase 3
ENSG00000172354.10,582.006511482296,-0.680573161367574,0.310048686084802,0.00669922819900731,0.0906103453269655,GNB2,2783,G protein subunit beta 2
ENSG00000163191.6,6884.81118430091,-0.678125683658885,0.1995046931111,0.000190508145854082,0.00811188388951518,S100A11,6282,S100 calcium binding protein A11
ENSG00000170854.18,694.072956860247,-0.676810353619188,0.297468407692011,0.00563630698849547,0.0803683376462356,RIOX2,84864,ribosomal oxygenase 2
ENSG00000113552.16,1079.6448146874,-0.674697385592224,0.216819275389848,0.000517235565944004,0.0165435437428829,GNPDA1,10007,glucosamine-6-phosphate deaminase 1
ENSG00000137100.16,502.090372126357,-0.674404048046275,0.291460298616713,0.00516658864602672,0.0767533276675355,DCTN3,11258,dynactin subunit 3
ENSG00000129559.13,5747.44143704849,-0.671739590564166,0.263124268411319,0.00279923810183298,0.052212652044673,NEDD8,4738,NEDD8 ubiquitin like modifier
ENSG00000101266.19,2225.02716566185,-0.670852907677638,0.296753155521235,0.0059467023461868,0.0834878279185819,CSNK2A1,1457,casein kinase 2 alpha 1
ENSG00000146731.11,3004.19006125637,-0.6690434919861,0.304385521945967,0.00693850805369253,0.0928754758493617,CCT6A,908,chaperonin containing TCP1 subunit 6A
ENSG00000175279.22,85.0269012790624,-0.668774464197449,0.302061441372199,0.0066290579832179,0.0898962817199942,CENPS,378708,centromere protein S
ENSG00000197223.11,635.690067251449,-0.66867670340782,0.291844260471275,0.00553182923138283,0.0796629604135256,C1D,10438,C1D nuclear receptor corepressor
ENSG00000284337.1,9.85416394828942,-0.663456718937884,1.86355275278194,0.00516288592189788,0.0767533276675355,LIMS3-LOC440895,100271835,LIMS3-LOC440895 readthrough
ENSG00000243317.8,1411.73127793401,-0.65857330527233,0.259203998961349,0.00263749616439508,0.0502119094995324,STMP1,647087,short transmembrane mitochondrial protein 1
ENSG00000095794.19,533.29289907885,-0.65821977611276,0.284340720556829,0.00538803775563466,0.078610235253948,CREM,1390,cAMP responsive element modulator
ENSG00000133028.12,558.210812045676,-0.658141636410604,0.238037408472743,0.00159752217628477,0.0361697198206093,SCO1,6341,SCO cytochrome c oxidase assembly protein 1
ENSG00000101138.12,980.31708432898,-0.656577025538615,0.27168065612407,0.00420979474149989,0.0671167121576261,CSTF1,1477,cleavage stimulation factor subunit 1
ENSG00000149483.12,1204.94369821479,-0.655136835566652,0.199375085563292,0.000377356437264282,0.0133032608394328,TMEM138,51524,transmembrane protein 138
ENSG00000173418.12,2298.12459998608,-0.654365417434941,0.261306125659445,0.00340758942055617,0.0589421205637606,NAA20,51126,"N(alpha)-acetyltransferase 20, NatB catalytic subunit"
ENSG00000172409.6,572.848096789973,-0.649821057694561,0.244144421795204,0.00220323194926303,0.0443655348994515,CLP1,10978,cleavage and polyadenylation factor I subunit 1
ENSG00000131508.16,1038.68599138054,-0.648658122143959,0.207844063023792,0.000532119828527717,0.0169150349178995,UBE2D2,7322,ubiquitin conjugating enzyme E2 D2
ENSG00000100418.8,930.869557252364,-0.646473177683484,0.257458525361296,0.00320047912950835,0.0567043793716145,DESI1,27351,desumoylating isopeptidase 1
ENSG00000108587.15,929.737645445199,-0.642211772394326,0.24814340970118,0.00264641090798109,0.0503353192369123,GOSR1,9527,golgi SNAP receptor complex member 1
ENSG00000121022.14,2398.98844904986,-0.63867643330584,0.272015752548253,0.00532608913097607,0.0781782042742297,COPS5,10987,COP9 signalosome subunit 5
ENSG00000003056.8,2368.49563370897,-0.638672394790971,0.238733415282055,0.00218411472502324,0.0441818867249569,M6PR,4074,"mannose-6-phosphate receptor, cation dependent"
ENSG00000124570.20,4064.41492561135,-0.634651399224584,0.214154901388957,0.000927640742851546,0.0252406188034893,SERPINB6,5269,serpin family B member 6
ENSG00000114388.14,379.254309683123,-0.633280317536475,0.28822073161209,0.00765109198371041,0.0988955012560295,NPRL2,10641,"NPR2 like, GATOR1 complex subunit"
ENSG00000144580.13,576.028582587666,-0.630293848941925,0.285113102018996,0.0075406246303166,0.0980937880513598,CNOT9,9125,CCR4-NOT transcription complex subunit 9
ENSG00000133313.15,1205.6857439825,-0.62999306867716,0.245739597369342,0.00292989663966812,0.0536675280934855,CNDP2,55748,carnosine dipeptidase 2
ENSG00000087263.17,1354.25635758065,-0.627457753054099,0.227874596542417,0.00180635843075615,0.0393068153165803,OGFOD1,55239,2-oxoglutarate and iron dependent oxygenase domain containing 1
ENSG00000105438.9,1564.74489818546,-0.624680744072154,0.275691763193334,0.00679563956028168,0.0916746838725353,KDELR1,10945,KDEL endoplasmic reticulum protein retention receptor 1
ENSG00000145907.15,2901.36818065561,-0.621668918645308,0.20710924702383,0.00085532647717021,0.0239190893494058,G3BP1,10146,G3BP stress granule assembly factor 1
ENSG00000265354.4,2062.71589618434,-0.621487536787679,0.276233018549589,0.00723416839588256,0.0958411528709307,TIMM23,100287932,translocase of inner mitochondrial membrane 23
ENSG00000102078.16,498.447694703379,-0.620349644194101,0.241116110900216,0.00309036264617767,0.0553696663203469,SLC25A14,9016,solute carrier family 25 member 14
ENSG00000144029.12,3401.946642335,-0.616569173553196,0.204545585905455,0.000819386485912241,0.0232917361805878,MRPS5,64969,mitochondrial ribosomal protein S5
ENSG00000120254.15,1022.03273326862,-0.615714875690255,0.207564735266911,0.00102377041148449,0.0267836977184072,MTHFD1L,25902,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
ENSG00000135845.10,511.462649752092,-0.612665461308822,0.248469277256005,0.00454251946352595,0.0709991675061978,PIGC,5279,phosphatidylinositol glycan anchor biosynthesis class C
ENSG00000114354.14,2963.67588711205,-0.611385448383631,0.143790241350089,7.42667315734902e-06,0.00068305588585858,TFG,10342,trafficking from ER to golgi regulator
ENSG00000104824.17,1285.52085670431,-0.602842172642506,0.190140175645515,0.00051973502460866,0.0165978342581043,HNRNPL,3191,heterogeneous nuclear ribonucleoprotein L
ENSG00000084072.17,1910.92887855003,-0.599643322595971,0.265218332799262,0.0071587411780845,0.0950243681457861,PPIE,10450,peptidylprolyl isomerase E
ENSG00000004142.12,1209.31134402584,-0.598996923464946,0.173076875571436,0.000188342318148909,0.00805280151192875,POLDIP2,26073,DNA polymerase delta interacting protein 2
ENSG00000115239.23,649.801109234817,-0.597898347438543,0.219735008073905,0.00247966738600985,0.0480920683093606,ASB3,51130,ankyrin repeat and SOCS box containing 3
ENSG00000165637.13,3509.15889882144,-0.590577391351569,0.192342435984831,0.000707218938223802,0.0208181916182125,VDAC2,7417,voltage dependent anion channel 2
ENSG00000162517.13,1069.99926922327,-0.589030324634445,0.262659188473623,0.00759900026937322,0.0985916686986892,PEF1,553115,penta-EF-hand domain containing 1
ENSG00000258791.9,33.0644695994344,-0.585807537384073,1.57330016093968,0.000259699138212598,0.0103749304366245,LINC00520,645687,long intergenic non-protein coding RNA 520
ENSG00000075142.13,908.190480568152,-0.582393610477549,0.237256482390505,0.00472605708033478,0.0726604942202436,SRI,6717,sorcin
ENSG00000255282.6,13.3309364322543,-0.581384310220518,1.30949803775606,0.00332809395618012,0.0583163220399589,WTAPP1,100288077,Wilms tumor 1 associated protein pseudogene 1
ENSG00000164924.18,13311.6776699822,-0.5779458705348,0.235562910726982,0.00481657907151543,0.0735603596353802,YWHAZ,7534,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
ENSG00000227115.8,6.553177215212,-0.576845247848468,1.19071894290685,0.00558524210286874,0.080149169885129,LINC01630,100287225,long intergenic non-protein coding RNA 1630
ENSG00000144021.3,1057.43798857043,-0.570904692461447,0.160761220409505,0.000143239631173234,0.00657250759977586,CIAO1,9391,cytosolic iron-sulfur assembly component 1
ENSG00000124116.19,6.05371755830941,-0.569827825085669,1.19290107678529,0.00605778283604916,0.0845215856116743,WFDC3,140686,WAP four-disulfide core domain 3
ENSG00000257390.5,681.473463247943,-0.564878769420914,0.236654957656916,0.00594277315693051,0.0834878279185819,NA,NA,NA
ENSG00000167721.11,934.722730845785,-0.564665136427427,0.200683367976166,0.00180280309275967,0.0392707444227039,TSR1,55720,TSR1 ribosome maturation factor
ENSG00000267724.1,10.1139232466744,-0.557553640823114,1.17386390882112,0.00470897830625164,0.0725311299822827,NA,NA,NA
ENSG00000176407.18,899.232981316595,-0.557149082337771,0.22146556619443,0.0043236185541791,0.0683521484798948,KCMF1,56888,potassium channel modulatory factor 1
ENSG00000170653.19,530.077051766609,-0.552828783806402,0.207673579792907,0.00289995865850364,0.0533437728702882,ATF7,11016,activating transcription factor 7
ENSG00000103544.15,787.553495045113,-0.551096762991947,0.225984863471932,0.00543187181490669,0.0788804727449006,VPS35L,57020,VPS35 endosomal protein sorting factor like
ENSG00000119723.17,242.78532528729,-0.547817017247858,0.220994103802863,0.00494656429082269,0.0748796443050766,COQ6,51004,"coenzyme Q6, monooxygenase"
ENSG00000143631.11,5.52475448563512,-0.546804405731178,1.11947287985439,0.00562632199815706,0.0803683376462356,FLG,2312,filaggrin
ENSG00000175203.15,2022.11251209861,-0.544255492961311,0.231316634222457,0.00691257866375168,0.0927082973866994,DCTN2,10540,dynactin subunit 2
ENSG00000044574.8,9610.64737814074,-0.540179829490759,0.170530252707818,0.000619476903026043,0.0189382253175846,HSPA5,3309,heat shock protein family A (Hsp70) member 5
ENSG00000132305.20,2196.95896798982,-0.539998372846756,0.207839101747856,0.00361947346293003,0.0611028406445868,IMMT,10989,inner membrane mitochondrial protein
ENSG00000172995.16,5.29734938819401,-0.537437590512774,1.14140918052892,0.00232187501566435,0.0458044628924291,ARPP21,10777,cAMP regulated phosphoprotein 21
ENSG00000174238.15,1545.99816915482,-0.529030248008758,0.174290737556607,0.000955749649112415,0.02572217201891,PITPNA,5306,phosphatidylinositol transfer protein alpha
